City,Cloudiness,Country_code,Date,Humidity,Latitude,Longitude,Max_temp,Wind_speed
Ubinskoye,0,RU,1529585771,67,55.31,79.68,22.93,4.81
Hazorasp,90,UZ,1529582400,27,41.32,61.08,31.0,6.2
Valvedditturai,36,LK,1529585772,88,9.82,80.17,29.63,12.11
Ergani,40,TR,1529583600,16,38.27,39.76,34.0,3.6
Port Elizabeth,90,US,1529584860,94,39.31,-74.98,24.0,2.1
Mahebourg,40,MU,1529582400,78,-20.41,57.7,25.0,3.1
Margate,75,AU,1529582400,80,-43.03,147.26,5.0,3.1
Wajir,0,KE,1529585772,49,1.75,40.07,32.48,5.66
Uvalde,1,US,1529585460,88,29.21,-99.79,24.0,3.1
Egvekinot,0,RU,1529585773,53,66.32,-179.17,3.08,1.01
Tazovskiy,76,RU,1529585773,56,67.47,78.7,21.28,9.26
Porto Novo,0,BR,1529582400,100,-23.68,-45.44,15.0,1.0
Busselton,68,AU,1529585773,100,-33.64,115.35,15.88,3.26
Puerto Escondido,75,MX,1529581200,78,15.86,-97.07,25.0,4.6
Atuona,64,PF,1529585773,100,-9.8,-139.03,26.78,4.86
Pisco,90,PE,1529582400,82,-13.71,-76.2,17.0,1.0
Aripuana,76,BR,1529585774,69,-9.17,-60.63,26.43,1.86
Bredasdorp,0,ZA,1529582400,27,-34.53,20.04,23.0,3.1
Tulun,8,RU,1529585774,52,54.56,100.58,24.23,1.06
Brandon,90,US,1529584500,82,43.59,-96.57,16.0,6.7
Shache,24,CN,1529585774,25,38.42,77.24,29.58,4.41
Kamiiso,88,JP,1529585775,96,41.82,140.65,14.73,2.11
Mayo,40,CA,1529582400,59,63.59,-135.9,16.0,3.1
Portland,90,US,1529585100,93,45.52,-122.67,17.0,1.16
Beringovskiy,64,RU,1529585775,100,63.05,179.32,3.18,1.96
Port Hueneme,90,US,1529582280,82,34.15,-119.2,17.0,3.1
Esmeraldas,0,BR,1529582400,60,-19.76,-44.31,20.0,3.1
Pankrushikha,32,RU,1529585776,37,53.83,80.35,25.68,6.11
Arraial do Cabo,0,BR,1529582400,83,-22.97,-42.02,22.0,1.5
Rundu,0,NA,1529585776,20,-17.91,19.77,26.98,3.56
Burriana,0,ES,1529584200,27,39.89,-0.08,32.0,3.6
Mnogovershinnyy,92,RU,1529585776,100,53.94,139.92,7.93,1.06
Kedrovyy,40,RU,1529582400,88,56.17,91.82,17.0,2.0
Nhulunbuy,40,AU,1529582400,73,-12.18,136.78,24.0,4.6
Singkang,75,MY,1529582400,83,2.1,102.8,29.0,1.0
Mar del Plata,0,AR,1529585777,73,-46.43,-67.52,2.68,8.11
Lumut,68,ID,1529585777,90,-8.46,120.34,23.53,1.11
Awjilah,0,LY,1529585777,29,29.14,21.3,37.33,4.31
Mangit,20,UZ,1529582400,22,40.6,70.96,32.0,2.1
Beloha,0,MG,1529585777,52,-25.17,45.06,25.43,4.66
San Andres,80,PH,1529585511,100,13.32,122.68,25.73,2.96
Isangel,0,VU,1529585778,100,-19.55,169.27,22.63,5.86
Zhigansk,20,RU,1529585778,43,66.77,123.37,19.98,0.96
Devils Lake,1,US,1529584500,100,48.11,-98.87,18.0,1.91
Honiara,20,SB,1529582400,94,-9.43,159.96,25.0,1.26
Solnechnyy,100,RU,1529585778,98,50.72,136.64,8.08,3.66
La Palma,36,CO,1529585779,96,5.36,-74.39,18.53,0.86
The Pas,40,CA,1529582400,68,53.82,-101.24,21.0,3.1
Pozo Colorado,0,PY,1529585779,72,-23.49,-58.8,19.93,1.81
Anuradhapura,12,LK,1529585779,63,8.34,80.41,29.28,10.51
Dakar,75,SN,1529582400,74,14.69,-17.45,26.0,6.2
Labuhan,8,ID,1529585780,84,-2.54,115.51,24.38,1.26
Kaitangata,88,NZ,1529585780,65,-46.28,169.85,0.93,1.81
Zharkent,44,KZ,1529585780,35,44.17,80.0,19.68,1.36
Milkovo,48,BG,1529584200,25,41.53,24.68,31.0,3.1
Bismarck,1,US,1529584500,88,46.81,-100.78,17.0,2.6
Saldanha,12,PT,1529585780,48,41.42,-6.55,30.23,2.56
Dingle,48,PH,1529585781,87,11.0,122.67,25.63,1.61
Iqaluit,75,CA,1529582400,69,63.75,-68.52,2.0,3.6
Cape Town,20,ZA,1529582400,48,-33.93,18.42,18.0,7.2
Emba,40,CY,1529584200,69,34.81,32.42,28.0,6.2
Nouadhibou,0,MR,1529582400,64,20.93,-17.03,24.0,7.2
Serra,0,BR,1529582400,94,-20.13,-40.31,21.0,1.5
Skelleftea,0,SE,1529583600,29,64.75,20.95,19.0,2.1
Mahbubabad,12,IN,1529585782,41,17.62,80.02,36.28,3.31
Black River,20,JM,1529582400,78,18.03,-77.85,26.0,1.5
Wieliczka,20,PL,1529584200,35,49.98,20.06,32.0,8.2
East London,0,ZA,1529582400,53,-33.02,27.91,22.0,4.1
New Norfolk,75,AU,1529582400,80,-42.78,147.06,5.0,3.1
Itarantim,36,BR,1529585783,100,-15.65,-40.06,20.08,3.11
Umea,0,SE,1529583600,51,63.83,20.26,16.0,5.1
Naze,75,NG,1529582400,78,5.43,7.07,27.0,4.1
Kapaa,40,US,1529582160,78,22.08,-159.32,26.0,2.76
Tasiilaq,92,GL,1529581800,80,65.61,-37.64,4.0,10.3
Viedma,36,AR,1529585783,43,-40.81,-62.99,9.33,11.06
Sur,0,OM,1529585783,76,22.57,59.53,33.53,0.56
Airai,8,TL,1529585784,78,-8.93,125.41,21.28,0.86
Lowicz,0,PL,1529584200,33,52.11,19.95,32.0,5.7
Peterhead,0,AU,1529582400,93,-34.83,138.5,7.0,2.1
Hobart,75,AU,1529582400,80,-42.88,147.33,5.0,3.1
Kodino,76,RU,1529585784,49,63.72,39.64,18.03,6.26
Faanui,76,PF,1529585784,100,-16.48,-151.75,27.18,7.86
Taybad,0,IR,1529585784,18,34.74,60.78,31.43,6.71
Corralillo,0,CU,1529585785,100,22.98,-80.59,24.78,1.86
Mount Isa,0,AU,1529582400,34,-20.73,139.49,12.0,2.1
Ostrovnoy,88,RU,1529585785,93,68.05,39.51,8.53,2.56
Verkhnevilyuysk,8,RU,1529585785,71,63.45,120.31,17.03,1.96
Korablino,0,RU,1529585785,39,53.92,40.02,26.13,7.61
Saint-Francois,0,FR,1529584200,37,46.42,3.91,29.0,4.6
Tecoanapa,75,MX,1529581440,94,16.99,-99.26,25.0,1.21
Albany,40,US,1529583540,93,42.65,-73.75,19.0,1.86
Ayagoz,88,KZ,1529585786,22,47.96,80.43,26.78,3.26
Cochrane,8,CL,1529585786,78,-47.25,-72.57,-2.38,2.76
Vernon,90,CA,1529582400,63,50.27,-119.27,19.0,0.76
Chicama,90,PE,1529582400,88,-7.84,-79.15,18.0,1.0
Simbahan,8,PH,1529585787,100,6.3,120.58,29.38,4.51
Nanortalik,92,GL,1529585787,95,60.14,-45.24,3.03,7.96
Kieta,76,PG,1529585787,100,-6.22,155.63,24.48,2.66
High Point,1,US,1529585100,74,35.96,-80.01,26.0,1.96
Cherskiy,0,RU,1529585787,67,68.75,161.3,11.28,1.21
Dali,92,CN,1529585787,67,25.6,100.24,22.93,0.96
Guarare,20,PA,1529585788,100,7.82,-80.28,22.63,1.51
Roald,75,NO,1529583600,93,62.58,6.12,10.0,5.7
Padang,56,ID,1529585788,100,-0.92,100.36,29.08,2.06
Pawai,44,IN,1529585788,45,24.27,80.17,35.68,1.26
Leningradskiy,24,RU,1529585788,92,69.38,178.42,-0.48,6.06
Mitrofanovka,8,UA,1529585788,53,45.45,34.68,30.68,2.96
Hamilton,20,CA,1529582400,77,43.26,-79.87,18.0,6.2
Yellowknife,75,CA,1529582400,72,62.45,-114.38,17.0,6.7
Fernandez,56,PH,1529585789,100,11.38,122.76,24.13,1.66
Manicaragua,0,CU,1529582340,94,22.14,-79.97,24.0,2.1
